191	MurineNorovirus	0.879	1.000	0.093	0.436	1.000	0.974	0.440	0.361	0.633	1.000	1.000	0.000	0.531	1.000	0.429	1.000	1.000	0.977	0.066	0.927	0.345	1.000	0.425	0.410	1.000	0.926	0.473	1.000	0.465	1.000	0.221	0.477	0.871	1.000	0.164	1.000	0.369	1.000	0.345	0.416	0.487	1.000	0.253	1.000	0.519	1.000	0.360	0.866	0.668	0.919	0.100	1.000	0.480	1.000	0.315	0.309	1.000	0.870	0.309	1.000	0.654	1.000	0.275	0.518
192	ChickenAnemiaVirus	0.862	1.000	0.135	0.261	0.691	0.746	1.000	0.603	0.473	1.000	0.522	0.012	0.290	1.000	1.000	1.000	0.493	0.854	0.444	1.000	0.400	1.000	0.435	0.577	0.084	1.000	1.000	0.808	0.184	0.522	0.703	0.443	0.518	1.000	0.194	1.000	0.645	1.000	0.797	0.845	0.765	1.000	0.480	1.000	0.262	1.000	1.000	0.425	0.348	0.536	0.735	1.000	0.859	0.919	0.804	1.000	0.426	1.000	0.757	1.000	0.686	0.877	1.000	0.883
193	PorcineParvovirus	1.000	0.833	0.485	0.148	0.521	0.259	1.000	0.105	0.682	1.000	0.568	1.000	1.000	0.829	0.135	1.000	0.314	0.128	1.000	0.086	0.380	0.010	1.000	0.027	0.773	1.000	1.000	0.140	0.015	0.005	0.016	0.030	0.491	0.089	1.000	1.000	0.324	0.139	1.000	0.008	1.000	0.682	1.000	0.074	1.000	0.686	1.000	0.093	0.487	0.158	1.000	0.343	0.448	0.108	1.000	0.104	0.911	1.000	1.000	0.175	0.622	0.262	1.000	0.326
194	AfricanCassavaMosaicVirus	1.000	0.777	0.512	1.000	0.671	1.000	0.994	0.634	0.783	1.000	1.000	0.917	1.000	0.313	0.125	1.000	0.988	0.585	0.366	0.982	0.551	0.668	1.000	0.102	0.902	1.000	0.801	1.000	0.315	0.052	0.321	0.122	1.000	0.715	0.495	1.000	0.959	0.503	1.000	0.549	1.000	0.470	0.569	1.000	1.000	0.645	0.443	1.000	0.820	1.000	0.596	0.885	1.000	0.967	0.699	0.549	1.000	0.570	1.000	0.924	0.859	1.000	0.667	0.942
151	RiceRaggedStuntVirus	1.000	0.714	0.919	1.000	0.734	0.367	1.000	0.847	1.000	0.808	0.444	1.000	1.000	0.658	0.556	1.000	0.727	0.391	0.556	0.545	0.832	0.465	1.000	0.535	1.000	0.544	1.000	0.768	0.644	0.384	0.572	0.256	1.000	0.826	0.599	1.000	1.000	0.609	0.746	0.762	1.000	0.845	1.000	0.997	1.000	0.629	1.000	0.436	1.000	0.505	0.553	0.647	1.000	0.588	0.622	0.746	1.000	0.575	0.981	1.000	0.902	0.524	1.000	0.291
152	RiceDwarfVirus	1.000	0.721	0.639	1.000	1.000	0.687	0.930	0.622	1.000	0.582	0.467	0.267	1.000	0.782	1.000	1.000	0.628	0.424	0.521	0.563	0.890	0.453	1.000	0.542	1.000	0.763	1.000	0.868	0.874	0.521	0.697	0.432	1.000	0.661	0.789	1.000	1.000	0.523	0.468	0.582	1.000	0.586	0.902	1.000	1.000	0.585	1.000	0.852	1.000	0.844	0.708	0.925	1.000	0.409	0.390	0.382	1.000	0.633	1.000	0.699	0.975	0.603	1.000	0.554
153	Theiler'sVirus	1.000	0.937	0.232	0.703	1.000	0.898	0.368	0.190	0.630	1.000	0.000	0.800	0.941	1.000	1.000	1.000	1.000	0.976	0.300	0.601	0.882	1.000	0.413	0.270	0.600	1.000	1.000	0.701	0.724	0.933	0.344	0.319	1.000	0.687	0.336	1.000	0.864	1.000	0.420	0.249	1.000	0.938	1.000	0.860	0.736	1.000	1.000	0.423	1.000	0.705	0.164	0.541	1.000	0.765	0.299	0.187	0.916	1.000	1.000	0.766	0.781	0.803	1.000	0.201
154	CacaoSwollenShootVirus	0.739	1.000	0.925	0.632	0.973	0.897	1.000	0.308	0.898	1.000	0.167	1.000	0.856	1.000	0.000	1.000	0.677	0.736	1.000	0.905	0.575	0.421	1.000	0.270	0.711	1.000	1.000	0.583	0.171	0.138	0.400	0.204	0.748	1.000	0.655	1.000	0.682	0.662	1.000	0.270	0.741	1.000	0.940	1.000	0.890	1.000	1.000	0.644	0.871	1.000	0.899	0.680	0.706	0.991	1.000	0.342	1.000	0.797	1.000	0.418	0.368	0.571	1.000	0.555
155	SpinachLatentVirus	1.000	0.621	0.644	1.000	1.000	0.673	0.691	0.418	1.000	0.313	0.500	1.000	1.000	0.688	0.000	1.000	0.534	0.260	0.096	0.329	0.837	0.535	1.000	0.651	1.000	0.378	1.000	0.681	0.471	0.216	0.588	0.255	1.000	0.406	0.594	1.000	1.000	0.611	0.519	0.463	1.000	0.359	1.000	0.941	1.000	0.500	1.000	0.373	1.000	0.337	0.291	0.860	1.000	0.820	0.459	0.492	1.000	0.206	1.000	0.855	1.000	0.268	0.714	0.339
156	TobaccoNecrosisDVirus	0.768	1.000	0.741	1.000	1.000	0.840	0.420	0.340	0.521	1.000	0.800	1.000	1.000	0.926	0.000	1.000	0.926	0.574	0.519	0.315	0.911	1.000	0.933	0.267	1.000	0.513	0.825	1.000	0.389	0.426	0.481	0.370	1.000	0.828	0.594	1.000	0.839	0.732	1.000	0.250	1.000	0.415	0.886	1.000	0.952	1.000	0.944	1.000	1.000	0.494	0.373	0.988	1.000	0.795	0.822	0.233	1.000	0.413	0.732	1.000	0.840	0.680	1.000	0.000
169	InfectiousPancreaticNecrosisVirus	0.176	1.000	0.047	0.100	0.266	1.000	0.935	0.190	0.282	1.000	1.000	0.000	0.391	1.000	0.857	1.000	0.329	0.702	0.554	1.000	0.237	0.700	1.000	0.294	0.521	1.000	0.742	1.000	0.088	0.474	0.541	0.467	0.280	1.000	0.450	1.000	0.265	1.000	0.808	0.389	0.191	1.000	0.777	1.000	0.407	1.000	0.976	1.000	0.265	1.000	0.313	0.971	0.366	0.970	1.000	0.285	0.187	1.000	0.540	1.000	0.245	0.760	1.000	0.771
170	ArcticGroundSquirrelHepatitisVirus	1.000	0.468	1.000	0.926	0.980	1.000	0.939	0.245	1.000	0.694	1.000	0.000	0.875	1.000	0.750	1.000	0.735	0.912	0.191	0.765	1.000	0.605	0.711	0.342	1.000	0.892	1.000	0.581	0.347	0.388	0.082	0.143	1.000	0.921	0.868	1.000	1.000	0.552	0.776	0.179	1.000	0.574	1.000	0.283	1.000	0.815	1.000	0.694	0.927	0.683	0.585	1.000	1.000	0.661	0.536	0.196	0.788	1.000	1.000	0.580	0.549	0.647	1.000	0.392
171	BarleyStripeMosaicVirus	1.000	0.559	0.728	1.000	1.000	0.396	0.756	0.244	1.000	0.820	1.000	0.316	1.000	0.597	0.789	1.000	0.598	0.292	0.333	0.548	1.000	0.482	0.709	0.729	1.000	0.425	1.000	0.692	0.731	0.165	0.630	0.229	1.000	0.652	0.363	1.000	1.000	0.315	0.558	0.417	1.000	0.719	0.777	1.000	1.000	0.687	1.000	0.475	1.000	0.402	0.494	0.985	1.000	0.685	0.528	0.682	1.000	0.481	1.000	0.556	1.000	0.312	0.754	0.264
172	IndianPeanutClumpVirus	1.000	0.757	0.258	1.000	1.000	0.227	0.295	0.205	1.000	0.538	1.000	0.000	1.000	0.308	0.500	1.000	0.333	0.121	0.152	0.318	1.000	0.440	0.400	0.320	1.000	0.688	0.690	1.000	0.690	0.276	0.138	0.172	1.000	0.621	0.276	1.000	1.000	0.556	0.704	0.519	1.000	0.605	1.000	0.982	1.000	0.286	1.000	0.828	0.955	0.500	0.341	1.000	1.000	0.300	0.325	0.475	1.000	0.661	1.000	0.941	1.000	0.097	0.742	0.548
173	PotatoMop-TopVirus	1.000	0.357	0.799	1.000	1.000	0.514	0.577	0.411	1.000	0.775	1.000	0.389	1.000	0.439	0.222	1.000	0.394	0.209	0.087	0.433	1.000	0.576	0.871	0.812	1.000	0.554	0.810	1.000	0.261	0.158	0.225	0.180	1.000	0.329	0.856	1.000	1.000	0.492	0.481	0.279	1.000	0.441	1.000	0.748	1.000	0.556	1.000	0.563	0.602	0.281	0.427	1.000	1.000	0.349	0.486	0.498	1.000	0.588	1.000	0.674	1.000	0.235	0.404	0.274
174	AppleStemGroovingVirus	1.000	0.581	0.367	1.000	0.642	0.409	1.000	0.233	0.797	1.000	0.000	1.000	1.000	0.925	0.750	1.000	0.692	0.373	0.337	0.556	0.736	0.437	1.000	0.345	1.000	0.681	1.000	0.710	0.145	0.114	0.060	0.054	1.000	0.636	0.566	1.000	0.914	0.796	1.000	0.344	1.000	0.664	1.000	0.747	1.000	0.855	1.000	0.783	1.000	0.559	0.271	0.636	1.000	0.945	0.000	0.396	1.000	0.980	1.000	0.651	0.933	0.419	1.000	0.790
175	IndianCitrusRingspotVirus	0.250	1.000	0.171	0.185	0.635	1.000	0.784	0.230	0.354	1.000	1.000	0.000	0.409	1.000	0.500	1.000	0.377	1.000	0.418	0.397	0.816	1.000	0.968	0.632	0.328	1.000	1.000	0.551	0.459	1.000	0.662	0.270	0.759	1.000	0.352	1.000	0.421	1.000	0.474	0.217	0.332	1.000	1.000	0.500	0.322	1.000	0.514	0.405	0.556	1.000	0.667	0.597	0.756	1.000	0.362	0.444	0.379	1.000	1.000	0.809	0.457	1.000	0.654	0.235
176	CassavaCommonMosaicVirus	0.590	1.000	0.212	0.712	0.867	0.644	1.000	0.089	0.660	1.000	0.250	1.000	0.368	1.000	0.000	1.000	0.576	1.000	0.636	0.727	0.485	0.544	1.000	0.235	0.750	1.000	1.000	0.719	0.231	0.154	0.282	0.128	0.783	1.000	0.567	1.000	0.918	0.656	1.000	0.295	1.000	0.833	1.000	0.699	0.893	1.000	1.000	0.821	0.824	0.000	0.676	1.000	1.000	0.560	0.893	0.307	0.825	1.000	1.000	0.821	0.413	0.826	1.000	0.587
177	NudaureliaCapensisBetaVirus	0.415	1.000	0.447	0.868	0.885	0.923	0.846	1.000	0.571	1.000	0.000	1.000	0.379	1.000	0.000	1.000	0.632	0.947	0.553	1.000	0.447	1.000	0.660	0.979	0.688	1.000	1.000	0.688	0.574	1.000	0.741	0.815	0.636	1.000	0.600	1.000	0.452	1.000	0.384	0.699	0.485	1.000	0.672	1.000	0.604	1.000	0.463	0.000	0.698	0.906	0.377	1.000	0.515	1.000	0.697	0.955	0.618	1.000	0.865	1.000	0.593	1.000	0.915	0.831
178	DendrolimusPunctatusTetravirus	0.517	1.000	0.227	0.409	0.875	0.979	0.563	1.000	0.214	1.000	1.000	0.000	0.583	1.000	0.000	1.000	0.742	1.000	0.197	0.439	0.717	1.000	0.509	0.925	0.366	1.000	0.339	1.000	0.797	1.000	0.305	0.186	0.867	1.000	0.178	1.000	0.662	1.000	0.523	0.831	0.333	1.000	0.787	1.000	1.000	0.815	0.271	0.237	0.602	1.000	0.172	0.344	0.673	1.000	0.393	0.542	0.184	1.000	0.608	1.000	0.785	1.000	0.108	0.277
179	TobaccoBushyTopVirus	0.594	1.000	0.333	0.970	0.700	0.900	1.000	0.450	0.167	1.000	0.333	1.000	0.560	1.000	0.000	1.000	0.000	1.000	0.636	0.879	0.394	1.000	0.439	0.348	0.708	1.000	0.378	1.000	0.429	0.714	0.286	1.000	0.630	0.889	1.000	1.000	0.553	1.000	0.421	0.368	0.500	1.000	0.414	1.000	0.600	1.000	0.600	0.657	0.327	0.564	0.527	1.000	0.854	1.000	0.561	0.634	0.971	1.000	0.526	1.000	0.615	0.590	0.692	1.000
180	HibiscusChloroticRingspotVirus	1.000	0.722	0.738	0.841	1.000	0.570	0.962	0.658	1.000	0.806	0.625	1.000	1.000	0.878	0.875	1.000	0.935	1.000	0.430	0.963	1.000	0.659	0.753	0.400	0.929	1.000	1.000	0.863	0.286	0.337	0.347	0.531	0.927	1.000	0.780	1.000	1.000	0.702	0.558	0.510	1.000	0.577	0.664	1.000	1.000	0.783	0.684	1.000	0.962	0.543	0.638	1.000	1.000	0.420	0.586	0.484	1.000	0.485	0.798	1.000	1.000	0.450	0.690	0.830
181	MaizeChloroticMottleVirus	0.630	1.000	0.125	0.569	0.588	1.000	0.897	0.324	0.647	1.000	0.143	0.571	1.000	0.939	1.000	1.000	0.486	0.764	0.556	1.000	0.517	0.644	1.000	0.437	1.000	0.821	1.000	0.000	0.688	1.000	0.000	0.917	1.000	0.698	0.250	1.000	0.786	0.524	1.000	0.381	0.603	1.000	1.000	0.600	0.548	1.000	0.896	0.542	0.490	0.292	0.312	1.000	0.735	0.598	1.000	0.500	0.857	1.000	1.000	0.682	0.507	0.000	1.000	0.640
182	CymbidiumRingspotVirus	0.822	1.000	0.553	0.809	1.000	0.688	0.938	0.562	0.591	1.000	0.000	1.000	0.818	1.000	0.167	1.000	0.617	0.745	0.638	1.000	1.000	0.524	0.548	0.500	1.000	0.944	0.756	1.000	0.441	0.322	0.220	0.254	0.476	1.000	0.714	1.000	0.792	0.979	1.000	0.667	1.000	0.679	0.965	1.000	1.000	0.000	0.542	1.000	0.753	0.455	0.403	1.000	0.943	0.642	1.000	0.000	1.000	0.750	0.643	1.000	0.982	0.418	0.873	1.000
183	BunyamweraVirus	1.000	0.729	1.000	0.551	0.931	0.425	1.000	0.138	1.000	0.720	1.000	0.000	1.000	0.879	0.800	1.000	0.571	0.263	0.449	0.346	0.576	0.120	1.000	0.000	1.000	0.651	1.000	0.742	0.092	0.110	0.000	0.064	0.924	0.442	1.000	1.000	0.640	0.238	1.000	0.093	1.000	0.484	1.000	0.440	1.000	0.723	1.000	0.514	1.000	0.464	0.480	0.384	0.685	0.268	1.000	0.071	1.000	0.543	1.000	0.464	0.797	0.768	1.000	0.986
184	HepatitisB	1.000	0.968	0.569	0.908	1.000	0.888	0.815	0.379	1.000	0.571	1.000	0.519	1.000	0.578	0.390	1.000	0.905	1.000	0.786	0.891	1.000	0.732	0.780	0.353	0.960	1.000	1.000	0.689	0.546	0.647	0.297	0.538	0.900	1.000	0.362	1.000	0.911	1.000	0.613	0.257	1.000	0.798	1.000	0.477	1.000	0.571	1.000	0.793	1.000	0.609	0.493	0.894	1.000	0.918	0.714	0.347	0.446	1.000	0.982	1.000	0.382	0.524	1.000	0.770
185	SARSCoronavirus	1.000	0.473	0.567	0.477	1.000	0.185	0.740	0.086	1.000	0.604	1.000	0.034	1.000	0.736	0.069	1.000	1.000	0.520	0.323	0.208	1.000	0.138	0.695	0.069	1.000	0.339	1.000	0.381	0.698	0.300	0.279	0.064	1.000	0.232	0.288	1.000	1.000	0.294	0.850	0.093	1.000	0.556	1.000	0.826	1.000	0.501	1.000	0.734	1.000	0.401	0.341	0.341	1.000	0.255	0.437	0.105	1.000	0.514	1.000	0.955	1.000	0.671	0.560	0.112
186	IsraelAcuteParalysisVirusOfBees	1.000	0.513	1.000	0.983	1.000	0.339	0.645	0.177	1.000	0.271	1.000	0.000	1.000	0.412	0.000	1.000	0.767	0.400	0.267	0.233	1.000	0.560	0.820	0.160	1.000	0.344	1.000	0.387	0.795	0.231	1.000	0.077	1.000	0.252	0.485	1.000	1.000	0.444	0.931	0.333	1.000	0.333	1.000	0.675	1.000	0.244	0.821	0.333	1.000	0.141	0.837	0.424	1.000	0.329	0.600	0.186	1.000	0.321	1.000	0.336	0.481	0.266	1.000	0.076
353	TurnipYellowMosaicVirus	0.284	1.000	0.076	0.131	0.555	1.000	0.502	0.288	0.235	1.000	1.000	0.333	0.153	1.000	0.583	1.000	0.407	1.000	0.159	0.267	0.440	1.000	0.664	0.358	0.472	1.000	1.000	0.715	0.518	1.000	0.807	0.261	0.396	1.000	0.179	1.000	0.424	1.000	0.240	0.178	0.249	1.000	1.000	0.762	0.315	1.000	0.417	0.248	0.447	1.000	0.246	0.181	0.392	1.000	0.370	0.190	0.348	1.000	1.000	0.421	0.255	1.000	0.556	0.189
514	SesbaniaMosaicVirus	1.000	0.000	0.410	1.000	1.000	0.897	0.641	0.513	0.793	1.000	0.500	0.000	0.923	1.000	1.000	1.000	0.744	0.513	0.231	0.615	0.966	0.759	1.000	0.828	0.688	1.000	0.515	1.000	0.273	0.545	0.500	0.000	1.000	0.875	0.542	1.000	1.000	0.800	0.467	0.367	0.630	1.000	0.500	1.000	0.760	1.000	1.000	0.000	1.000	0.548	0.214	0.810	1.000	0.333	0.303	0.273	1.000	0.706	0.617	1.000	1.000	0.871	0.645	0.000
515	InfluenzaAVirusH5N1	0.733	1.000	0.475	0.750	0.740	0.662	1.000	0.234	0.951	1.000	1.000	0.000	0.733	1.000	0.000	1.000	0.912	0.725	0.587	1.000	0.625	0.431	1.000	0.333	1.000	0.738	1.000	0.000	0.092	0.113	0.190	0.197	1.000	0.623	0.769	1.000	0.676	0.514	1.000	0.234	1.000	0.854	1.000	0.735	1.000	0.759	1.000	0.528	0.570	0.538	0.624	1.000	0.549	0.426	1.000	0.221	1.000	0.791	1.000	0.791	0.313	0.261	1.000	0.604
